2.801302	4.902279	Speaker reads the title to the poem, "The Phonograph's Salutation"
2.801302	2.801302	Friction noise from wax cylinder. 
6.583060	9.804558	I seize the palpitating air.  Air is pronounced with an open vowel sound, evoking Britiish accent.
10.683976	11.207678	"Hoard" is pronounced with an American, New York accent.
87.537934	92.821627	"I am the latest born of Edison."
100.969652	102.121795	"New York" is pronounced with a NY accent, "New Yawk".
